"track_id","artist_name","Song_Success","album_release_date","hit_n","Drums_Energy","Drums_Complexity","Variety_of_musical_instruments","Mixing_Quality","Harmonic_Richness","Mixing_Character","Emotional_Intensity","is_feat","n_feat","status_guest","higher_guest"
"0zptxdCdYdT6fgmk0r2kD0","044 ROSE","none",2018-02-13,1,0.634840094367495,0.531957682677507,0.686443034171295,0.532361234139513,1.69618560685312,0.974518540222561,0.426733125214088,"FALSE","0",NA,0
"1qVcZ2h7XFulVUQPpk3DAJ","044 ROSE","none",2018-07-17,1,1.04411658787011,0.888700519120489,0.712758264098791,0.821395418425954,1.87176239138055,0.861320954616103,0.990493571032609,"TRUE","1","1",0
"29MMBXr9IzISbQxJzct5Xs","044 ROSE","none",2018-08-22,1,0.662899000429421,1.30681497033606,0.933875757486166,0.907313444794768,0.616520348503861,0.519585050067337,0.876955338644744,"FALSE","0",NA,0
"2xHjky9yP5yLWtQIvaI3oN","044 ROSE","none",2018-08-22,1,1.13308177163113,0.732860408905008,0.60246821517389,0.836874311398617,1.11356574104192,0.739180514025795,0.479918868502071,"FALSE","0",NA,0
"6tLUOSrXpsi03Ue2NbJvtq","044 ROSE","none",2018-08-22,1,0.821015917827449,1.60034220469083,0.839401491131758,1.22247805056271,0.602654710661839,1.40705493270809,1.75105107398126,"TRUE","2","1",0
"7tXt4Lq1CKAxW4lgNdWZk0","044 ROSE","none",2018-08-22,1,1.34131146297749,0.56390607540077,0.693537820355599,0.718812235418331,0.729454176966743,0.782426299073804,1.01566183867644,"FALSE","0",NA,0
"1FwcxSblHQQFocYGESxFq2","044 ROSE","none",2018-08-22,1,0.669793618456426,1.45132851161375,0.634045433833859,1.21813802687476,0.874241531621398,1.40522364859613,0.802003719175744,"TRUE","1","1",0
"6p260NIlNDfqThNlAivSPs","044 ROSE","none",2018-08-22,1,1.9758976006018,1.43392819362106,0.727667999847229,2.2626302923256,1.05637227678008,2.47094632001318,0.496497632121705,"TRUE","1","1",0
"4qdi9HUCyTrLqefgcvjE26","044 ROSE","none",2018-08-22,1,1.07444881215372,1.793164055807,0.863912603776363,0.879615256482036,0.940743457623496,0.672936314396806,1.70199817806174,"FALSE","0",NA,0
"09ZMyaehWB3SkUTHN0dICO","044 ROSE","none",2018-08-22,1,0.722914425911281,0.75297888924553,0.673950796539762,0.885199431743613,0.933802477872512,0.777041615393018,0.690119258292199,"FALSE","0",NA,0
"6TKWS6IIngxY151eadAMY9","044 ROSE","none",2018-08-22,1,0.772554157643745,0.762186444350271,1.29069103395913,0.805164666882431,2.58605375810022,1.80787116808518,0.494917460840396,"FALSE","0",NA,0
"2VxQJwE4AwMbNXkQKVeoZH","044 ROSE","none",2018-08-25,1,1.29152214189505,2.128264605989,0.629650696063057,0.832000669854216,0.616968481868572,0.788461298789362,1.92525610551593,"FALSE","0",NA,0
"3rYZYQ028Wvp4zdyZjl6FF","044 ROSE","none",2018-08-25,1,1.6169453180899,0.888098411883252,2.31541439334509,2.58659275851363,0.908349907523345,1.84255948800881,0.552002513902625,"FALSE","0",NA,0
"37uk88Ht49lXp5n0ZS8pVm","044 ROSE","none",2018-08-25,1,0.744531555992411,1.73347516201941,0.795253267308614,1.34271199377295,3.334997443652,0.668089659608843,1.45829598436862,"TRUE","1","1",0
"4pyjtPEpFoRO3SoSskBBxK","044 ROSE","none",2018-08-25,1,0.64272005142277,1.74945926928895,0.702567860275803,0.752794230725153,0.700004935049914,1.27049609178947,0.720830775141629,"FALSE","0",NA,0
"3xKRIv8VqamIxFVUnI4HeF","044 ROSE","none",2018-08-25,1,0.898537275524649,0.603322458281206,0.618567152766103,2.27318058651963,1.05093407938349,1.34850044448741,3.01921032421167,"FALSE","0",NA,0
"5dGgAKgDBBBNO6w0JGVSAm","044 ROSE","none",2018-08-25,1,1.53047325316787,1.38204984827317,0.651234022886065,0.520655958848928,1.21381660009903,0.959323821452713,1.59077077995865,"TRUE","1","1",0
"4anjRwVfTMHvNk6Hcl30SC","044 ROSE","none",2018-08-25,1,1.20942560167178,0.670561160407358,1.32660739351513,1.07677454703737,2.25078929939316,1.39124802675893,2.27659056068549,"TRUE","1","1",0
"0gLfwbHjDj1lDLTGDlPwtp","044 ROSE","none",2018-09-01,1,0.939368916825477,0.690756691200127,0.676205855616764,1.40583785542414,1.40871259776118,1.31956826089921,0.513652335339963,"FALSE","0",NA,0
"1PgxQnBiJ0tURtp6jxPp5s","044 ROSE","none",2018-09-01,1,1.62364645320885,0.674407905686737,0.609551533231098,1.87216890906591,1.77570880783812,2.19228695675884,2.89255993187331,"FALSE","0",NA,0
"5NdDG8wBn6maEvQLdprl5L","044 ROSE","none",2018-09-01,1,1.82974963892581,0.789266320365699,0.653044662551806,1.96551975214399,1.09522187457768,1.88804393179079,1.31521752188685,"FALSE","0",NA,0
"0UmALfnA0llRF3mODFS31J","044 ROSE","none",2018-09-01,1,0.732036216456921,0.668934780691307,1.61315481549376,0.979437554241491,0.619550462086337,0.645133871845567,1.14448366583183,"FALSE","0",NA,0
"5H7nzRINo3y3oWzsgi4lfN","044 ROSE","none",2018-09-01,1,1.14078981634818,0.960342562415234,0.677496183154293,2.28313861486705,1.1941504638135,1.66369903728026,1.22820130304731,"FALSE","0",NA,0
"31v9P9sRrTHrHm2EtIbJS0","044 ROSE","none",2018-11-16,1,1.23494777829402,0.913619174921859,1.16717329396663,2.57820103995007,0.600858201532757,2.3732304361418,0.963484292064682,"TRUE","1","1",0
"6zRnVUpSFqxYEePl0nEPH6","044 ROSE","none",2018-11-16,1,0.671151386084344,0.656358807599148,0.692632382441316,1.1712345026537,1.19022196786545,1.5200792706856,0.499456846123181,"FALSE","0",NA,0
"5zA2wSwarhgQre5mDP1RbX","044 ROSE","none",2018-11-16,1,2.00552302637488,1.32418688299656,0.696113446512725,1.19657489044545,0.616237991167709,1.80384587150277,0.769893333190788,"FALSE","0",NA,0
"2gHSIF745SC4kcMJ08W5vH","044 ROSE","none",2018-11-16,1,0.662075166844071,0.860687529816597,0.672809085569669,0.865298093881632,0.9179980020685,1.46491427204595,0.614204748222332,"TRUE","1","1",0
"5PpJwfQC2zyPCb18s8SA6P","044 ROSE","none",2018-11-16,1,1.81700722708028,2.31558837319673,0.935425377592725,0.681070390180693,0.620840656313837,0.800062290953647,1.94081683708655,"TRUE","1","1",0
"33xuOlwEgiHbdG8SMz2DTS","044 ROSE","none",2018-11-16,1,1.67234682730808,2.37950134079182,0.701154892282504,1.42723762437036,0.651641632974596,2.07300890544934,1.98626756792832,"FALSE","0",NA,0
"4iHLD5fvo1Um61d6K4EhXv","044 ROSE","none",2018-11-16,1,1.59861035982044,1.72923001423984,0.696285703494654,0.608157224612811,1.03358885231419,0.680168909907348,0.753819275461908,"FALSE","0",NA,0
"3CMfSMnYVEBaorqQWJycOB","044 ROSE","none",2018-11-16,1,1.02275313873545,1.61804778422132,0.900359017448311,0.581804520829759,1.30970129899473,0.629626438308956,1.13129395228371,"TRUE","1","1",0
"120c83yaB5KBMotKPf2L1U","044 ROSE","none",2018-11-16,1,1.38483410313167,1.8464093453133,0.764375950772118,0.604942119099765,0.621749015237798,1.01475398502093,0.560532036122103,"TRUE","1","1,5",1
"1zoSTAAeYIjz9WOlOX0QOJ","044 ROSE","none",2018-11-16,1,0.786045325920162,1.83332205323186,1.93089376324292,1.03802817246595,0.747556611785461,0.58176952402281,0.916457062036682,"FALSE","0",NA,0
"7CMD3DBKH8tDpo4Lc7eKtJ","044 ROSE","none",2018-11-16,1,1.63707525981547,2.11661450888118,1.32173829925193,0.901430173721451,0.6223679604304,1.13957889537163,0.85111616056241,"FALSE","0",NA,0
"0E1BogC63aEks56pXDYUPW","044 ROSE","none",2018-11-16,1,1.42346404728084,1.0442351472615,1.01916654548131,0.545498703187314,1.2403908257687,1.94119621247158,1.15479531326884,"FALSE","0",NA,0
"1WjJxJvRqb4Ux77bRi1v91","044 ROSE","none",2018-11-16,1,1.01364620292524,1.87178887355396,0.964678384113508,0.580916650073833,0.631934340906831,0.556227952581958,1.04167572196464,"FALSE","0",NA,0
"7oLZ7lamwD0lYC9pGvedE3","044 ROSE","none",2018-11-16,1,0.974874713619164,1.44256772440701,0.687710921636973,0.855013057281719,1.62791159045649,0.5685706702309,0.885613978599092,"FALSE","0",NA,0
"7tOpZZpVqdvy2ltRNkGE6Z","044 ROSE","none",2018-11-16,1,2.08784970801691,2.57278886475291,0.675347948012766,0.843729418278339,0.676252088578515,1.70864874991924,1.69178589885524,"TRUE","3","1",0
"2cc32GlSGB6J2G22sYvM2U","044 ROSE","none",2018-11-16,1,1.77790225439678,1.39605173442845,1.32425570525316,0.693211091073638,1.57563306167413,0.898877136165901,0.522626453628599,"FALSE","0",NA,0
"3Onn1iTjb6vSlc9V4y0LAU","044 ROSE","none",2018-11-16,1,1.6982824139473,1.86884136823112,0.682610985511642,0.969877833928125,0.81430888709546,0.874059564424442,1.479181198902,"TRUE","1","1",0
"5zhZIrsHpD70X9p42UnbTQ","044 ROSE","none",2018-11-16,1,1.81496306872211,2.07819502175741,0.723206306860207,0.681498615161594,0.968083451758295,0.590373377174141,0.56655713042806,"TRUE","2","1",0
"5rPWW4eBDlxu1PVHF6kHnN","044 ROSE","none",2018-11-16,1,1.39282042866413,1.91234824485713,1.4862394204055,0.599123565209629,0.611218010529896,1.07531150658593,1.31770491036352,"FALSE","0",NA,0
"0bVVuPLHPrg9SQmBw8IFQ9","044 ROSE","none",2018-11-16,1,1.55901319872605,1.19730596193932,0.68989481883061,1.46018425779315,0.682795101052222,2.81594209416875,1.87851018200575,"TRUE","1","1",0
"1UgQFr2iHBnPzjL9mNhTyY","044 ROSE","none",2019-01-28,1,1.0875476545645,1.48354085280988,0.650767892819061,0.802003484863427,0.611303699801182,1.63544758270897,0.565850633934494,"FALSE","0",NA,0
"4E7eno6IDZB3CsumhrbKav","044 ROSE","none",2019-02-08,1,1.53459268634152,0.531561311223919,0.928925252166299,0.558282428643646,0.73460339449039,1.06597700546781,0.546317827913066,"FALSE","0",NA,0
"5eGDJ2TLDEjhtcMtZg5vJ8","044 ROSE","none",2019-02-08,1,1.47982566298144,0.758909988645711,0.646231068904877,0.584795260484119,0.758844009254645,1.26232724573469,0.525606110811317,"FALSE","0",NA,0
"4wzewh0FGIeqhQFTLqD5e0","044 ROSE","none",2019-02-08,1,0.714484725374268,0.515345920399751,0.832519096159053,0.566531511630326,0.80920363232956,1.65096175423464,0.639744337087865,"TRUE","3","1,5",1
"5MBU1ncTCXzEUTYOz6mRGG","044 ROSE","none",2019-02-08,1,0.803690997643436,2.51357263968311,0.683234567406119,0.578445801088703,0.861563883672863,0.887026151760532,0.597253314451106,"TRUE","1","1",0
"51hz2XGKxezj37XyNIHSw9","044 ROSE","none",2019-02-08,1,0.634360061555406,0.688556806949011,1.20019190770541,0.965194825684292,0.778837926774888,0.878871020478618,1.43324418330924,"FALSE","0",NA,0
"0X0vCg3EPUpaHwXxJQBl24","044 ROSE","none",2019-02-08,1,0.922707700594014,1.66276080955558,0.659463661363963,0.563298617958474,1.5334617569357,0.633057481078491,0.559949815877916,"FALSE","0",NA,0
"4capW6GwherJCibDG5PIr1","044 ROSE","none",2019-02-08,1,1.34841044830901,0.804702430926138,0.655056577742833,0.600396127555077,0.576274174932091,0.623106445667545,1.1335443960162,"FALSE","0",NA,0
"1GBX8KD4Xehi48npWustso","044 ROSE","none",2019-02-08,1,1.13468068874954,0.883586003888435,0.615610334876452,0.555179343647381,0.600198738444768,1.21267150907786,0.544143945140958,"FALSE","0",NA,0
"5IS27liEPAcZKDCmPv1ZL4","044 ROSE","none",2019-02-08,1,1.32875676747286,0.625998076343447,0.804034670244407,0.652487386257077,0.576629275374184,1.63310361140409,0.744439578338896,"FALSE","0",NA,0
"18UDjrN123poCJH7uNIED0","044 ROSE","none",2019-02-08,1,0.635843715169819,0.999896856177306,2.23105888422161,1.06523195277984,0.570073823398715,0.91514965739272,1.2095156260974,"FALSE","0",NA,0
"7CJrlQ0OvmvaNMrfWqrIRO","044 ROSE","none",2019-03-15,1,0.978898309722312,0.880342733118721,0.781362633399917,0.704959979801167,0.603670652956077,0.633180265588033,1.31495796080733,"TRUE","1","1,1",0
"4obM15MRfboaAz7AEe8oix","044 ROSE","none",2019-03-15,1,0.818278824711749,0.595851604345939,1.40056313877484,2.39212704036087,1.59103768294166,0.593728748680994,1.07201681335293,"FALSE","0",NA,0
"4ZC4m8NlroHzviieKhUQST","044 ROSE","none",2019-03-15,1,1.31274326131582,1.4046029270941,1.04724217184248,1.12638327110992,0.983356740402108,1.15273678627313,0.884849687479682,"TRUE","1","1",0
"3DBTEhgd0eMFUWHBFORK4h","044 ROSE","none",2019-03-15,1,0.571540707296318,0.652223067184019,0.995774028292813,0.583936444401349,0.546066548155774,0.768316592819996,0.54498140346334,"TRUE","1","1",0
"4TKZ7c5erzRwAB4VIze98g","044 ROSE","none",2019-03-15,1,0.683805235157571,1.10910662170542,0.672303710166288,0.610825126495289,1.65344515731472,1.07471551706995,1.38783088102194,"TRUE","1","1",0
"2KEqBuTbJvaOsLFVMbV9EU","044 ROSE","none",2019-03-15,1,0.568031237893838,0.586512873596381,0.634249834992913,1.11150098488127,1.47843802040767,0.59418484762622,0.790457803194038,"FALSE","0",NA,0
"2WoUxRkeSqSck3lh3dQiXZ","044 ROSE","none",2019-03-15,1,0.780257939028451,1.44204396390284,0.637645523743253,0.619617970965166,2.02863558162009,0.764486657696004,0.734689019449634,"TRUE","1","1",0
"1Cbvj2NJOfMRZyTs6KHkWB","044 ROSE","none",2019-03-15,1,0.804296466837209,0.892073225756412,0.747105045973014,0.804338471378619,0.980856058747303,0.580019222173718,0.816786311675509,"FALSE","0",NA,0
"6x6DrfVRfdyZshF42v0NHY","044 ROSE","none",2019-04-11,1,0.740756630099027,1.71528505905924,1.57755890038965,2.44701665133626,1.27167457565543,0.910415034274781,1.18348747792464,"TRUE","2","1,1,5",1
"3hMIv5XOqjSozTfwuPMveW","044 ROSE","none",2019-06-07,1,2.34147982520799,0.603733727810359,0.748335150537058,3.61222757453723,0.685646264905661,0.713916534990761,0.956757276980617,"TRUE","1","1",0
"2hMqse7dmXKHFYMzGf9JaE","044 ROSE","none",2019-06-07,1,0.924647827354553,0.629338938610797,0.634451345698939,0.754043158870581,0.571809768179075,1.58943292508996,0.534870126874855,"FALSE","0",NA,0
"2Rpaa7KlT4BQUMxYHjymoD","044 ROSE","none",2019-06-07,1,1.47924504014139,0.56429751924188,0.829496614971723,0.619237735143159,0.533572729961095,0.686740846390708,0.604480230697594,"FALSE","0",NA,0
"3tXg3qPMNXlcU0POdt3CLD","044 ROSE","none",2019-06-07,1,1.19470780821885,0.8135926087318,1.13219986972802,1.41331377147057,0.879719789687764,1.46290662017705,1.57263980370961,"FALSE","0",NA,0
"6GkXaOIZAhdXCgYM0DVnZW","044 ROSE","none",2019-06-07,1,0.732528392374315,0.712231647044671,0.617399220545664,0.703548341319416,1.0038494298235,0.639032678674521,0.554340516261714,"FALSE","0",NA,0
"2c98TjDaNTlf6ZFJK7aciT","044 ROSE","none",2019-06-07,1,2.3221758892076,0.924349100964995,1.80931398978662,3.73159397300727,2.60583257104435,0.686453103349465,1.36166382398472,"TRUE","1","1",0
"4HYiKNsgzJzMqkT2onWpov","044 ROSE","none",2019-06-07,1,0.560076500938957,1.46051346721379,0.817562441297328,0.895757928987729,0.578155762427451,0.679772157229877,1.29431803185701,"TRUE","2","1,11",1
"6PtryYzBUuQ11Gl5yzgyMX","044 ROSE","none",2019-06-07,1,0.564930607342725,2.11325984763324,1.28446311467216,1.43053641204868,3.05090503108772,0.625853612296909,0.524492691456973,"TRUE","1","1",0
"6i6lIHgnZxc5kvyCSYMl4D","044 ROSE","none",2019-06-07,1,1.54199859033485,0.546853234191516,1.17107644267386,0.804697540365756,2.37878703206108,1.83885570687074,0.550651772114924,"FALSE","0",NA,0
"22h9SuxALgvL9hAvtL3rTO","044 ROSE","none",2019-06-07,1,2.50841960466331,1.46451809055333,0.592502487620485,3.40988625021919,0.71325682733111,1.99430043081438,1.55972493643602,"FALSE","0",NA,0
"1sM7xxSK2MIzsOZge0EQhR","044 ROSE","none",2019-06-07,1,1.58385473615391,1.32114048394298,0.619113216395021,1.61601003270587,2.27290218334542,2.17770003860653,0.631545871358457,"FALSE","0",NA,0
"4zBfzmzQSm9VQKL6brAURR","044 ROSE","none",2019-06-07,1,0.571643785946178,2.42936065728998,0.616308092913617,1.0023205868668,1.47620033173997,0.927097167105385,0.54001709942977,"FALSE","0",NA,0
"7yRyDiVngGXZmgo4U6fd19","044 ROSE","none",2019-06-07,1,1.96816772717127,2.04404961270402,0.743227471187895,1.86895648412244,0.650100324663934,1.28844746079779,2.12835273512483,"FALSE","0",NA,0
"1FirP2vMvtCTczcH4vWAhq","044 ROSE","none",2019-06-07,1,0.559607625119584,0.71111194577814,1.2870828140874,0.755073200844156,0.7238297281522,1.25129260250016,1.25969935103971,"FALSE","0",NA,0
"0QBKMAMDWSRRTzZidTmHQm","044 ROSE","none",2019-06-07,1,0.778513953817031,1.12522715854711,0.813151031905308,1.09894374266721,0.635575834324404,0.8004660227455,2.0258295077825,"FALSE","0",NA,0
"6cKVKlVEj0RYR4rFH9j4Xc","044 ROSE","none",2019-06-07,1,1.28184772248486,0.997994988451743,0.739808945996403,0.998173068368758,0.823570357026051,0.793777619958032,2.35045275917363,"FALSE","0",NA,0
"1KCSgvyCljlHylVTDhyLBP","044 ROSE","none",2019-06-07,1,0.561494673592885,0.641763314305645,0.584199174869766,0.532295668813953,0.538655511446938,0.707909208822571,0.545840414525484,"FALSE","0",NA,0
"2zyzVLhlxFtGTbjJzd1eKy","044 ROSE","none",2019-06-07,1,1.49023542548905,2.37664854325515,0.979321356950223,0.679439799995304,0.716566053014236,0.743063199230602,2.47357580499335,"FALSE","0",NA,0
"04JK0cGIBdsKe9JLTtj9oK","044 ROSE","none",2019-06-07,1,1.22866518357134,0.982931101216264,0.815744263849821,0.811354061670372,0.674828109072314,1.47058696696365,0.600274846972496,"FALSE","0",NA,0
"2QaPRP31RgjrkPZ0LRzEbt","044 ROSE","none",2019-06-07,1,0.769983442358989,0.52484496447998,0.593184533935635,0.650274920914902,0.659963604199908,0.823204111581472,1.30875754025702,"FALSE","0",NA,0
"2w9cYGSVGfnlADeAHoiC20","044 ROSE","none",2019-06-07,1,2.08653473605402,1.38925629205415,1.39624733316777,1.74195538908035,2.21397957945768,1.96993760383719,1.12794369730704,"TRUE","2","1,0",0
"4jueeVsEGjgalaino8BD1I","044 ROSE","none",2019-06-07,1,0.561497403750893,1.94481921929016,0.814355506977853,0.535975169167236,0.667443729602686,0.944552255705822,1.51957760395253,"FALSE","0",NA,0
"0RTATMVffVJyDOAF8L8zE3","044 ROSE","none",2019-06-07,1,1.19626053797926,0.932529064001027,0.609985071817921,0.885849073949749,2.35415483122313,0.655493922272302,1.18976199756535,"FALSE","0",NA,0
"3x3z0xtK9x8aayoNr2iY90","044 ROSE","none",2019-06-07,1,1.35023055278458,1.33675127182126,0.639377449105873,0.700989856183221,0.902503903670356,1.0292620989962,1.35957953401598,"FALSE","0",NA,0
"23666GaMG2abzrN8ItkD6o","044 ROSE","none",2019-06-07,1,1.07285384924957,0.975027585372029,1.22328627469247,0.834948988686564,0.62447314810572,1.50736702138826,1.45479239384209,"FALSE","0",NA,0
"2Pv6NkdYbk2SEm7QHU8HIO","044 ROSE","none",2019-06-07,1,0.804791376408756,1.87827639405337,0.681858297343986,0.543621359475519,1.03322836938976,0.60473309962368,1.27209241746517,"FALSE","0",NA,0
"5ho4CTQchnva0iS3J4cwce","044 ROSE","none",2019-06-07,1,0.791511082446668,0.598673184253556,0.591937763412384,0.733885445222847,0.834952032430943,1.06300785677273,0.821267242270683,"FALSE","0",NA,0
"3B46nBOqXEV7ZBmgyzXUnq","044 ROSE","none",2019-06-07,1,2.08779427094424,1.99278110637066,0.881980577922604,0.964964295995801,0.658959540778241,0.604283197509593,2.26336838192336,"FALSE","0",NA,0
"5aIInPdqDdoWCiyGOTX9DA","044 ROSE","none",2019-06-07,1,0.557314424263116,0.545778890101041,1.72583573762624,0.777582569196214,0.639162809576624,0.681911748946472,0.708575369821181,"TRUE","1","1",0
"18Cj9dXdUu33gNWpLvjTRd","044 ROSE","none",2019-06-07,1,1.72917134288543,0.909673380366928,1.24877272385464,1.26508132326043,0.745226830593018,0.825598943233369,0.537943040385855,"FALSE","0",NA,0
"4dV8dNx7vTFK1akhBSDT9w","044 ROSE","none",2019-06-07,1,1.90102581977719,0.515837893368033,0.643205796952264,0.944204854691561,0.54591160777993,1.84113303867559,0.673639569191819,"FALSE","0",NA,0
"6jx07lFbue79rpkbzjYIdv","044 ROSE","none",2019-06-07,1,1.05976393368542,0.775795389462312,0.711306238154444,1.29714786369157,0.575932304171401,0.598093372318326,2.54766706053309,"FALSE","0",NA,0
"5ELgLDl7aRD4e2WxVBs134","044 ROSE","none",2019-06-12,1,0.923671766426013,0.652753215040708,0.64227192531725,0.695571912281275,0.560244890644207,1.55991731725854,0.532884017808815,"FALSE","0",NA,0
"58XHpoX0hpsICfiVJfVqXx","044 ROSE","none",2019-06-12,1,1.47663366710298,0.539842574674607,0.855511238162534,0.623756260095906,0.543940673965509,0.691298402263118,0.615522538397574,"FALSE","0",NA,0
"5jBzR4kLU2JmF4BhgkClMi","044 ROSE","none",2019-06-12,1,1.18551312506312,0.811300668295033,1.20600340276702,1.45497825582221,0.856067916571498,1.48293106251725,1.58075517241271,"FALSE","0",NA,0
"3haftVy9pFjrP6SmA6nHzS","044 ROSE","none",2019-06-12,1,0.699225335185579,0.737700599810265,0.592549968010873,0.710040723283854,1.17721476452784,0.656741709905442,0.553146135867465,"FALSE","0",NA,0
"0WQWyKPapqtbiwJDib4RlQ","044 ROSE","none",2019-06-12,1,0.549846018469346,1.46864160981965,0.875532665106802,0.903104715434276,0.581857878428496,0.6781039472189,1.29836463234257,"TRUE","2","1,11",1
"59ZyM2wF2fajyakkCvCYrZ","044 ROSE","none",2019-06-12,1,1.54067514939126,0.540557092318432,1.12072133092901,0.699519885018816,2.35235835192133,1.82961221966904,0.545775590629297,"FALSE","0",NA,0
"5YttsHZH6xBmHekXbh2ULk","044 ROSE","none",2019-06-12,1,2.50854673133879,1.46554192489707,0.594924087301261,3.42857733511465,0.730174358010204,1.98901857205264,1.57064641157824,"FALSE","0",NA,0
"0Ba8hqLa8qVKlxLIR9Vb4t","044 ROSE","none",2019-06-12,1,1.57377535724666,1.32099628360843,0.682937611725866,1.58413013823573,2.27455759571409,2.18393620845901,0.626754289152956,"FALSE","0",NA,0
"2kb7Dmesixyb1xmEo9DRpk","044 ROSE","none",2019-06-12,1,1.97868186010545,2.04552328519185,0.75281906428591,1.8253389039454,0.669472153188511,1.25237040882691,2.15421721241515,"FALSE","0",NA,0
"1HBFzQeKNIGl17uVYuR7xg","044 ROSE","none",2019-06-12,1,0.568757545204663,0.717899413562924,1.25700703493206,0.726019326380535,0.692460335663236,1.23484139319546,1.27158150082569,"FALSE","0",NA,0
"2Xdo0md6jJZcAMAzrN5wFj","044 ROSE","none",2019-06-12,1,0.794655575202501,1.13554664520366,0.812856421739991,1.07742751330127,0.619924698778205,0.776020630026871,2.0190158919795,"FALSE","0",NA,0
"2fTsKjw164znOwUjWtLLc4","044 ROSE","none",2019-06-12,1,1.47556069046296,2.36904039395827,0.954280355440018,0.676096718178514,0.731382235133017,0.754988923726134,2.47708797020196,"TRUE","1","1",0
"6lT6BNneolMnRmCUqU0zSH","044 ROSE","none",2019-06-12,1,1.22103704041869,0.985383384320994,0.825151373704061,0.818654286760152,0.667443729602686,1.45350722124184,0.598741401635547,"FALSE","0",NA,0
"71xrCbRSRGkRg1Si1WUaUg","044 ROSE","none",2019-06-12,1,0.779864133122782,0.527057292086173,0.587884668389974,0.634642409392991,0.641324197267397,0.830801567849548,1.31212076219916,"FALSE","0",NA,0
"289hCaa4EpBYMvdETDUBXZ","044 ROSE","none",2019-06-12,1,2.08377148930864,1.38063404786596,1.39897705749948,1.75308872028968,2.17438854028029,1.96664543203191,1.13056206824871,"TRUE","2","1",0
"512XGDnHhJoCMGu1YFR9rj","044 ROSE","none",2019-06-12,1,1.55044407730877,0.764449731827044,0.799894358812,0.690001384090003,0.61140107081378,1.53145171000451,1.15411343089563,"FALSE","0",NA,0
"3K08KyDEdI0Wsjf1cjN4ml","044 ROSE","none",2019-06-12,1,1.13842926132274,0.943654991483694,0.60615405145845,0.83436891243021,2.33444083560967,0.653829213365745,1.20668381641423,"FALSE","0",NA,0
"68rpXzNtX3QjLSU4RnsVRa","044 ROSE","none",2019-06-12,1,1.34563129460694,1.33839414344428,0.670124086908709,0.696047675989439,0.964300828061113,1.02230645419137,1.36042106268828,"FALSE","0",NA,0
"78vZVzBq3old9VSzhKHjiX","044 ROSE","none",2019-06-12,1,1.06487919960106,0.983500636042129,1.22810732133285,0.847132576916862,0.598120769946461,1.51200571651544,1.45486119987059,"FALSE","0",NA,0
"7sCAR3j6Fbbf1V1XW5TiCb","044 ROSE","none",2019-06-12,1,0.867212189517472,1.74769740972638,0.684942640551109,0.558594270285114,1.05619311750284,0.603214685639387,1.29637972895687,"FALSE","0",NA,0
